survey,load_cmd,cy_data,wt,source,year,notes
eb801,"eb801 <- read_dta( ""gesis_files/ZA5876/ZA5876_v1-0-0.dta"")","data_frame(country = c(1:14, 16:36, 43), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""SERBIA"", ""ICELAND"" ), y_dcpo=2014)","wt801 <- eb801$w1;  wt[grep(""DE\\-"", eb801$isocntry)] <- eb801$w3[grep(""DE\\-"", eb801$isocntry)]; wt[grep(""GB\\-"", eb801$isocntry)] <- eb801$w4[grep(""DE\\-"", eb801$isocntry)]",GESIS: ZA5876,2014,
eb802,"eb802 <- read_dta( ""gesis_files/ZA5877/ZA5877_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2014)","wt802 <- eb802$w1;  wt[grep(""DE\\-"", eb802$isocntry)] <- eb802$w3[grep(""DE\\-"", eb802$isocntry)]; wt[grep(""GB\\-"", eb802$isocntry)] <- eb802$w4[grep(""DE\\-"", eb802$isocntry)]",GESIS: ZA5877,2014,
eb811,"eb811 <- read_dta( ""gesis_files/ZA5878/ZA5878_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2014)","wt811 <- eb811$w1;  wt[grep(""DE\\-"", eb811$isocntry)] <- eb811$w3[grep(""DE\\-"", eb811$isocntry)]; wt[grep(""GB\\-"", eb811$isocntry)] <- eb811$w4[grep(""DE\\-"", eb811$isocntry)]",GESIS: ZA5878,2014,
eb812,"eb812 <- read_dta( ""gesis_files/ZA5913/ZA5913_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2014)","wt812 <- eb812$w1;  wt[grep(""DE\\-"", eb812$isocntry)] <- eb812$w3[grep(""DE\\-"", eb812$isocntry)]; wt[grep(""GB\\-"", eb812$isocntry)] <- eb812$w4[grep(""DE\\-"", eb812$isocntry)]",GESIS: ZA5913,2014,
eb813,"eb813 <- read_dta( ""gesis_files/ZA5914/ZA5914_v2-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2014)","wt813 <- eb813$w1;  wt[grep(""DE\\-"", eb813$isocntry)] <- eb813$w3[grep(""DE\\-"", eb813$isocntry)]; wt[grep(""GB\\-"", eb813$isocntry)] <- eb813$w4[grep(""DE\\-"", eb813$isocntry)]",GESIS: ZA5914,2014,
eb814,"eb814 <- read_dta( ""gesis_files/ZA5928/ZA5928_v2-0-0.dta"")","data_frame(country = c(1:14, 16:36, 43), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""SERBIA"", ""ICELAND"" ), y_dcpo=2014)","wt814 <- eb814$w1;  wt[grep(""DE\\-"", eb814$isocntry)] <- eb814$w3[grep(""DE\\-"", eb814$isocntry)]; wt[grep(""GB\\-"", eb814$isocntry)] <- eb814$w4[grep(""DE\\-"", eb814$isocntry)]",GESIS: ZA5928,2014,
eb815,"eb815 <- read_dta( ""gesis_files/ZA5929/ZA5929_v2-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2014)","wt815 <- eb815$w1;  wt[grep(""DE\\-"", eb815$isocntry)] <- eb815$w3[grep(""DE\\-"", eb815$isocntry)]; wt[grep(""GB\\-"", eb815$isocntry)] <- eb815$w4[grep(""DE\\-"", eb815$isocntry)]",GESIS: ZA5929,2014,
eb821,"eb821 <- read_dta( ""gesis_files/ZA5930/ZA5930_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2014)","wt821 <- eb821$w1;  wt[grep(""DE\\-"", eb821$isocntry)] <- eb821$w3[grep(""DE\\-"", eb821$isocntry)]; wt[grep(""GB\\-"", eb821$isocntry)] <- eb821$w4[grep(""DE\\-"", eb821$isocntry)]",GESIS: ZA5930,2014,
eb822,"eb822 <- read_dta( ""gesis_files/ZA5931/ZA5931_v2-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2014)","wt822 <- eb822$w1;  wt[grep(""DE\\-"", eb822$isocntry)] <- eb822$w3[grep(""DE\\-"", eb822$isocntry)]; wt[grep(""GB\\-"", eb822$isocntry)] <- eb822$w4[grep(""DE\\-"", eb822$isocntry)]",GESIS: ZA5931,2014,
eb823,"eb823 <- read_dta( ""gesis_files/ZA5932/ZA5932_v2-0-1.dta"")","data_frame(country = c(1:14, 16:36, 43), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROTIA"", ""CYPRUS(TCC)"", ""MACEDONIA"", ""MONTENEGRO"", ""SERBIA"", ""ICELAND"" ), y_dcpo=2014)","wt823 <- eb823$w1;  wt[grep(""DE\\-"", eb823$isocntry)] <- eb823$w3[grep(""DE\\-"", eb823$isocntry)]; wt[grep(""GB\\-"", eb823$isocntry)] <- eb823$w4[grep(""DE\\-"", eb823$isocntry)]",GESIS: ZA5932,2014,
eb824,"eb824 <- read_dta( ""gesis_files/ZA5933/ZA5933_v5-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2014)","wt824 <- eb824$w1;  wt[grep(""DE\\-"", eb824$isocntry)] <- eb824$w3[grep(""DE\\-"", eb824$isocntry)]; wt[grep(""GB\\-"", eb824$isocntry)] <- eb824$w4[grep(""DE\\-"", eb824$isocntry)]",GESIS: ZA5933,2014,
eb831,"eb831 <- read_dta( ""gesis_files/ZA5964/ZA5964_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2015)","wt831 <- eb831$w1;  wt[grep(""DE\\-"", eb831$isocntry)] <- eb831$w3[grep(""DE\\-"", eb831$isocntry)]; wt[grep(""GB\\-"", eb831$isocntry)] <- eb831$w4[grep(""DE\\-"", eb831$isocntry)]",GESIS: ZA5964,2015,
eb832,"eb832 <- read_dta( ""gesis_files/ZA5965/ZA5965_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2015)","wt832 <- eb832$w1;  wt[grep(""DE\\-"", eb832$isocntry)] <- eb832$w3[grep(""DE\\-"", eb832$isocntry)]; wt[grep(""GB\\-"", eb832$isocntry)] <- eb832$w4[grep(""DE\\-"", eb832$isocntry)]",GESIS: ZA5965,2015,
eb833,"eb833 <- read_dta( ""gesis_files/ZA5998/ZA5998_v1-0-0.dta"")","data.frame(country = c(1:14, 16:37), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROATIA"", ""CYPRUS(TCC)"", ""MAKEDONIA(FYROM)"", ""MONTENEGRO"", ""SERBIA"", ""ALBANIA""), y_dcpo=2015)","wt833 <- eb833$w1;  wt[grep(""DE\\-"", eb833$isocntry)] <- eb833$w3[grep(""DE\\-"", eb833$isocntry)]; wt[grep(""GB\\-"", eb833$isocntry)] <- eb833$w4[grep(""DE\\-"", eb833$isocntry)]",GESIS: ZA5998,2015,
eb834,"eb834 <- read_dta( ""gesis_files/ZA6595/ZA6595_v2-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2015)","wt834 <- eb834$w1;  wt[grep(""DE\\-"", eb834$isocntry)] <- eb834$w3[grep(""DE\\-"", eb834$isocntry)]; wt[grep(""GB\\-"", eb834$isocntry)] <- eb834$w4[grep(""DE\\-"", eb834$isocntry)]",GESIS: ZA6595,2015,
eb841,"eb841 <- read_dta( ""gesis_files/ZA6596/ZA6596_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2015)","wt841 <- eb841$w1;  wt[grep(""DE\\-"", eb841$isocntry)] <- eb841$w3[grep(""DE\\-"", eb841$isocntry)]; wt[grep(""GB\\-"", eb841$isocntry)] <- eb841$w4[grep(""DE\\-"", eb841$isocntry)]",GESIS: ZA6596,2015,
eb842,"eb842 <- read_dta( ""gesis_files/ZA6642/ZA6642_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2015)","wt842 <- eb842$w1;  wt[grep(""DE\\-"", eb842$isocntry)] <- eb842$w3[grep(""DE\\-"", eb842$isocntry)]; wt[grep(""GB\\-"", eb842$isocntry)] <- eb842$w4[grep(""DE\\-"", eb842$isocntry)]",GESIS: ZA6642,2015,
eb843,"eb843 <- read_dta( ""gesis_files/ZA6643/ZA6643_v2-0-0.dta"")","data.frame(country = c(1:14, 16:37), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""TURKEY"", ""CROATIA"", ""CYPRUS(TCC)"", ""MAKEDONIA(FYROM)"", ""MONTENEGRO"", ""SERBIA"", ""ALBANIA""), y_dcpo=2015)","wt843 <- eb843$w1;  wt[grep(""DE\\-"", eb843$isocntry)] <- eb843$w3[grep(""DE\\-"", eb843$isocntry)]; wt[grep(""GB\\-"", eb843$isocntry)] <- eb843$w4[grep(""DE\\-"", eb843$isocntry)]",GESIS: ZA6643,2015,
eb844,"eb844 <- read_dta( ""gesis_files/ZA6644/ZA6644_v1-0-0.dta"")","data.frame(country = c(1:14, 16:30, 32), c_dcpo = c(""FRANCE"", ""BELGIUM"", ""NETHERLANDS"", ""WEST GERMANY"", ""ITALY"", ""LUXEMBOURG"", ""DENMARK"", ""IREAND"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""GREECE"", ""SPAIN"", ""PORTUGAL"", ""EAST GERMANY"", ""FINLAND"", ""SWEDEN"", ""AUSTRIA"", ""CYPRUS(REPUBLIC)"", ""CZECH REPUBLIC"", ""ESTONIA"", ""HUNGARY"", ""LATVIA"", ""LITHUANIA"", ""MALTA"", ""POLAND"", ""SLOVAKIA"", ""SLOVENIA"", ""BULGARIA"", ""ROMANIA"", ""CROATIA""), y_dcpo=2015)","wt844 <- eb844$w1;  wt[grep(""DE\\-"", eb844$isocntry)] <- eb844$w3[grep(""DE\\-"", eb844$isocntry)]; wt[grep(""GB\\-"", eb844$isocntry)] <- eb844$w4[grep(""DE\\-"", eb844$isocntry)]",GESIS: ZA6644,2015,
